canonical_smiles,affinity_nM
CCOc1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,2050.0
[C][C]OC(=O)C(=[C]c1ccc(O[C]c2ccc([N+](=O)[O-])cc2)c(O[C])c1)C(=O)O[C][C],2067.5
CN(C)S(=O)(=O)c1cccc(CSCc2cccc(S(=O)(=O)N(C)C)c2)c1,2090.0
COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(CN4CCCCC4)c32)cc1,2102.5
Cc1ccc(C2=NN(C(=O)CCl)C(c3cccs3)C2)o1,2106.5
Cc1cc(-c2ccc(C)c(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)c2)on1,2110.0
CCCn1c(SCC(=O)Nc2nc3c(s2)CCCC3)nc2c1c(=O)n(C)c(=O)n2C,2120.0
CC(=O)c1ccc(Sc2nnnn2-c2ccccc2)c([N+](=O)[O-])c1,2120.0
O=C1/C(=C/c2ccncc2)Cc2ccccc21,2130.0
O=C(NN=Cc1cc(Br)c(Br)s1)c1ccncc1,2130.5
O=C1/C(=C/c2ccncc2)Cc2c(O)cccc21,2140.0
O=S(=O)(c1ccc(Cl)cc1)c1snnc1-c1ccccc1,2174.5
O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2cc1O,2200.0
O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)Nc1cccnc1,2215.0
CC1Cc2cc(S(=O)(=O)N3CCN(c4ccc(Cl)cc4)CC3)ccc2N1C(=O)C1CC1,2219.0
O=C1C(=Cc2ccncc2)Cc2cccc(O)c21,2250.0
O=C(Nc1sc2c(c1C(=O)O)CCCC2)c1ccc(Br)cc1,2250.0
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3cccnc3-c3ccncc3)NC(=O)NC1=O)C2,2265.0
Cc1nc2c(-c3ccc(Cl)cc3)cnn2c(N)c1-c1ccc(F)cc1,2340.0
CC(Nc1ncnc2sccc12)c1ccccc1,2350.0
Cn1nccc1C(=O)NC1CCCc2c1cnn2-c1ccccc1F,2362.5
O=[N+]([O-])c1cccnc1S(=O)(=O)c1ccccc1,2382.5
COc1ccc(-c2cc(=O)oc3cc(O)ccc23)cc1,2450.5
Cc1ccc(-c2nc(NC(=O)c3nn(C)cc3[N+](=O)[O-])sc2C)cc1,2480.0
CCn1c(=O)c2cnc3c(Cl)cccc3c2n(C2CCCC2)c1=O,2500.0
CCN(CC)S(=O)(=O)c1cccc(NC(=O)CNc2cccc(S(=O)(=O)N3CCCC3)c2)c1,2548.5
CCSCCc1nnc(NC(=O)Nc2cccc(C(F)(F)F)c2)s1,2574.0
CCCc1cccc2c1ncc1c(=O)n(CC)c(=O)n(C3CCCC3)c12,2600.0
O=C(Nc1ccc(Br)c2ccccc12)c1ccc2ccccc2c1O,2603.0
C=CCSc1nsc(NC(=O)Nc2ccc(F)cc2)n1,2638.5
O=C1C(=Cc2cccnc2)Cc2ccc(O)cc21,2710.0
Cn1nc(-c2ccc(Cl)cc2)cc1C(=O)NC1CCCc2c1cnn2-c1ccccc1F,2720.0
Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)C(C)S4)CC2)cc1Cl,2722.5
O=S(=O)(Nc1cccc2cccnc12)c1ccccc1,2737.5
CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3cc(C(F)(F)F)ccc3s2)c(Cl)c1=O,2776.0
O=C(Nc1ccc(Oc2cccnc2)nc1)c1ccc(C(F)(F)F)cc1,2790.0
CCc1ccc(OCC(=O)Nc2ccc(-c3cc4ccccc4oc3=O)c(OC)c2)cc1,2795.0
O=C(c1ccc(S(=O)(=O)Cc2ccccc2Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccn2)CC1,2809.5
O=C(Nc1cccc(Br)c1)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,2872.5
O=C(Nc1ccc(F)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,2880.0
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2ccccc2C1=O,2900.0
COc1cc(C=C(C(=O)c2cccs2)c2nc3ccccc3[nH]2)ccc1O,2957.0
C=CCN1C(=O)C(=NNC(=S)Nc2cccc(C)c2)c2ccccc21,2972.0
CCCCCCCCCCCCCCO[C@H]1C(O)O[C@H](COC(=O)CCC(=O)OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)C(OC)[C@@H]1OCCCCCCCCCCCCCC,3000.0
CCCn1c(=O)n(CCCC(=O)OCC)c(=O)c2nccnc21,3000.0
CCOC(=O)CCCn1cnc2cc(OC)c(OC)cc2c1=O,3000.0
COc1cccc(N=Nc2ccc(O)c3ncccc23)c1,3039.0
O=C(Nc1ccc(OC(F)F)cc1)Nc1cccc(C(F)(F)F)c1,3041.0
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3cc4ccccc4o3)cs2)cc1,3088.0
Cc1oc(-c2ccccc2Cl)nc1CSc1nc2c(c(=O)[nH]1)CCCC2,3090.0
COc1ccc(-c2cc(C)no2)cc1S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,3097.5
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C1CC1C(=O)OCCc1ccc(C(CN)C(=O)Nc2ccc3cnccc3c2)cc1,3100.0
O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc(Cl)cc1F,3117.5
O=C(CCCN1C(=O)/C(=C/c2ccccc2Cl)SC1=S)NNC(=O)c1ccccc1,3127.0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1,3144.0
CC1Sc2ccc(S(=O)(=O)N3CCC(C(=O)Nc4ccc(Cl)cc4)CC3)cc2NC1=O,3150.0
CCC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2CC1C,3160.0
CCCCCCCn1c(=O)c(C(=O)Nc2cnccn2)c(O)c2ccccc21,3180.0
Nc1nc2ccccc2n1C(=O)c1ccc(Cl)cc1Cl,3180.0
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(C)N4C(=O)C3CC3)CC2)cc1,3185.0
CCC(C)(C)c1ccc(OCCCC[n+]2cccc(C)c2C)c(C(C)(C)CC)c1,3198.0
CC(=O)n1cc(N(C(=O)CCl)c2ccc(C)cc2)c2ccccc21,3219.0
CSc1ccccc1OCc1cc(C(=O)N2CCC(c3ccncc3)CC2)no1,3220.0
c1ccc(CNc2ncnc3scc(-c4cccs4)c23)nc1,3220.0
CC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2CC1C,3270.0
CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3s2)c(Cl)c1=O,3282.5
CC(C)c1ccc(S(=O)(=O)c2cc3cc(Br)ccc3oc2=O)cc1,3287.0
CNC(=O)CSP(=O)(OC)OC,3310.0
Cn1c(=O)c2c(nc(Oc3ccc4ccccc4c3)n2C)n(C)c1=O,3321.5
CCCCn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)n(C)c(=O)n2C,3350.0
CC1CCc2nc(NC(=O)CSc3nc4ccccc4o3)sc2C1,3360.0
CCCCCCC1=Cc2cc(=C3NNC(=C4C=CC=CC4=O)O3)c(=O)oc2=CC1=O,3373.5
CN(C)S(=O)(=O)c1cccc(NC(=S)Nc2cccc3cnccc23)c1,3388.5
C=CCN1C(=O)C(=NNC(=S)Nc2cccc(OC)c2)c2ccccc21,3412.5
Cc1nc(C2CCC3C4CCC5=CC(=O)CC[C@]5(C)C4CC[C@]23C)cs1,3417.5
[C]c1ccc(C(=O)[N]C(=C(Cl)Cl)S(=O)(=O)c2ccc(Cl)cc2)cc1,3418.5
CCCCCn1c(=O)c(C(=O)Nc2ccccc2S(N)(=O)=O)c(O)c2ccccc21,3440.0
Cc1nc([N+](=O)[O-])c(Br)n1CC(=O)c1ccc2ccccc2c1,3458.5
CCN(C(=O)c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)c1cccc(Cl)c1,3496.5
CCn1c(=O)c2cnc3c(OC)cc(Cl)cc3c2n(C2CCCC2)c1=O,3500.0
CC1CCc2sc3ncnc(N4CCOCC4)c3c2C1,3545.0
O=C(/C=C\c1ccco1)Nc1nc(-c2ccc3ccccc3c2)cs1,3564.0
CC1CCCCC1NC(=O)/C(C#N)=C/C=C/c1ccccc1[N+](=O)[O-],3591.5
COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,3596.5
Cc1ccc(S(=O)(=O)/C(=C/Cl)NC(=O)c2ccccc2)cc1,3599.5
CCn1c(=O)c2cnc3c(OC(F)(F)F)cccc3c2n(C2CCCC2)c1=O,3600.0
CCSc1nsc(NC(=O)Nc2cccc(F)c2)n1,3699.5
O=C(NC(NC(=S)Nc1ccccc1Cl)C(Cl)(Cl)Cl)c1cccc(Cl)c1,3722.5
[C][C]Oc1cc([C]=C(C(=O)O[C])C(=O)O[C])ccc1O[C]c1ccc([N+](=O)[O-])cc1,3723.0
COc1cc(CN=Nc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccccc2)ccc1OC(=O)c1ccco1,3729.5
O=c1nc(C(F)(F)F)cc(C=Cc2ccc(Cl)cc2Cl)[nH]1,3750.0
COc1ccc(CC2(CO)CCN(CC3=Cc4cc(Cl)ccc4OC3)CC2)cc1,3774.5
COc1ccc(F)c(-c2nc(CN3CCN(c4ncnc5ccccc45)CC3)c(C)o2)c1,3800.0
CCCn1c(C)cc(C(=O)COc2ccc(C)nc2[N+](=O)[O-])c1C,3811.0
CN(C(=O)COc1ccccc1C(=O)NCCOc1ccccc1)c1ccccc1,3817.0
COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(C)N4C(=O)C3CC3)CC2)cc1,3850.0
O=C(COc1ccc(Cl)cc1)Nc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1,3900.5
COc1ccc(NS(=O)(=O)c2ccc(N=NC(C)c3ccncc3)c([N+](=O)[O-])c2)cc1,3904.5
O=C(Nc1ccncc1)c1c(F)cccc1F,3912.5
O=C(c1ccc(Cl)cc1)C1CCCN(Cc2ccc3ncccc3c2)C1,3921.5
Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)N2CCN(c3cccc(C)c3C)CC2)o1,3958.0
COc1ccc(-c2ccc3ncc(S(=O)(=O)NCC4CCCO4)n3n2)cc1,4000.0
CCOC(=O)CCCn1cnc2ccc(N)cc2c1=O,4000.0
O=S(=O)(NCC1CCCO1)c1cnc2ccc(-c3cncc(F)c3)nn12,4000.0
O=S(=O)(NCC1CCCO1)c1cnc2ccc(-c3cccnc3)nn12,4000.0
Nc1ncc(-c2ccc3ncc(S(N)(=O)=O)n3n2)cc1C(F)(F)F,4000.0
CCc1nc2ccccc2c(C(=O)OCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)c1C,4007.0
O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccc([N+](=O)[O-])o1,4019.5
O=C(c1[nH]nc2c1CCc1ccccc1-2)N1CCN(Cc2ccc3c(c2)OCO3)CC1,4074.5
O=C(c1[nH]ncc1-c1ccc(Cl)cc1)C1CO1,4077.0
COc1ccc(-c2nc(CN3CCN(c4ncnc5ccccc45)CC3)c(C)o2)cc1,4080.0
Cc1oc(-c2cccc3ccccc23)nc1CN1CCN(c2ncnc3ccccc23)CC1,4084.5
CC(/C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,4085.5
CCC(C)(C)c1ccc(OCCCC[n+]2cccc(C)c2)c(C(C)(C)CC)c1,4110.5
Cc1nc2ccccc2c2oc(C(=O)NCC3COc4ccccc4O3)cc12,4143.5
Cc1sc2ncnc(N3CCN(S(=O)(=O)c4ccc(Br)cc4)CC3)c2c1C,4155.5
Cc1nc(C)c(-c2ccc(SCC(=O)Nc3cccc(Cl)c3)nn2)s1,4184.0
COc1ccccc1CNc1ncnc2sccc12,4190.0
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2ccc(C(C)(C)C)cc2C1=O,4200.0
c1ccc(-c2csc3ncnc(NCc4ccccn4)c23)cc1,4230.0
O=C(NCCc1ccccc1)C(c1cccs1)N(C(=O)CCl)c1ccc(Cl)cc1,4236.5
C=CCC1(CC=C)CCCN1C(=O)c1cc(COc2ccc(C)nc2)on1,4240.0
CC(C)CC(=O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,4253.0
COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)C(C)S4)CC2)cc1,4282.5
Cc1cc(Cl)c(S(=O)(=O)N2CCSCC2)cc1OCC(=O)NC1CCCCC1,4290.0
Cc1ccc(-c2csc(N3CCN(CCCn4c(-c5ccncc5)nc5ccccc54)CC3)n2)cc1,4298.0
COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(C)N4C(C)=O)CC2)cc1,4300.0
CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2nc3cc4c(cc3s2)OCCO4)c1,4303.5
[C]OC(=O)C(=[C]c1ccc(O[C]c2ccc([N+](=O)[O-])cc2)c(O[C])c1)C(=O)O[C],4311.0
Cn1c(/C=C/c2ccc(Br)cc2)c([N+](=O)[O-])c(=O)n(C)c1=O,4312.0
CC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccc(C)cc4)CC3)cc2CC1C,4320.0
Cc1cc(C)n(Cc2ccc(NC(=O)c3ccc(COc4ccccc4Br)cc3)cc2)n1,4343.0
Cc1cc(OCC(=O)Nc2ccncc2)cc(C)c1Cl,4406.5
CC(=O)c1c(C)[nH]c(C(=O)Nc2nc(-c3ccc(-c4ccccc4)cc3)cs2)c1C,4406.5
CC1CCc2c(sc(NC(=O)c3ccc(Cl)cc3)c2C(=O)O)C1,4410.0
CCOc1ccc(-c2nc(CSCC(=O)N3CCN(c4cccc(OC)c4)CC3)c(C)o2)cc1,4422.0
CCc1ccc(-c2cc(C)no2)cc1S(=O)(=O)NCCCN1CCN(c2ccccc2)CC1,4422.5
CCn1nc(C)cc1C(=O)NC1CCCc2c1cnn2-c1ccc(C)c(C)c1,4430.0
O=C(Nc1nc(-c2ccc3c(c2)OCO3)cs1)c1ccncc1,4501.0
Cc1nc(SCCC(=O)O)c2cc(-c3ccccc3)sc2n1,4505.0
CCCc1cc(NC(=O)CCl)n(-c2ccccc2)n1,4549.0
Cc1ccccc1C(=O)N1CCN(c2ccc(NC(=O)c3ccc4c(c3)OCCO4)cc2)CC1,4550.5
Cc1cc(/C=C2\SC(=S)N(C)C2=O)c(C)n1-c1cccc(O)c1,4554.0
COc1cc(/C=C/C(=O)c2ccc(C)cc2)ccc1OCC#N,4555.5
O=C(CCl)Nc1ccccc1Sc1ccc(Cl)cc1,4562.5
Brc1ccc2ncnc(NCc3ccco3)c2c1,4572.5
O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,4588.5
O=C(c1ccc(S(=O)(=O)c2ccccc2Cl)c([N+](=O)[O-])c1)N1CCN(Cc2ccccc2)CC1,4592.5
O=C(CSc1ccccc1NS(=O)(=O)c1ccccc1F)Nc1nnc(C(F)(F)F)s1,4630.0
O=C(CCl)Nc1cc(-c2ccccc2)nn1-c1ccccc1,4635.0
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2)cc1,4671.0
CCOC(=O)N1CCN(C(=O)c2ccc(Cn3c(=S)[nH]c4ccc(Br)cc4c3=O)cc2)CC1,4690.0
COC(=O)CC(c1ccc(OC)c(OC)c1)N1C(=O)c2cc3ccccc3cc2C1=O,4700.0
O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc2ccccc2c1O,4720.0
O=C1/C(=C\c2cccc([N+](=O)[O-])c2O)SC(=S)N1Cc1ccccc1,4723.5
Cc1conc1NC(c1cccs1)c1ccc2cccnc2c1O,4735.5
COc1ccc(NS(=O)(=O)c2ccc(-c3coc(C)n3)cc2)cc1OC,4747.0
COc1cc(/C=C2\CC(C(C)(C)C)C/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc(OC)c1OC,4763.0
Cc1csc2c(N3CCN(C(=O)Nc4ccc(Cl)c(Cl)c4)CC3)ncnc12,4783.5
CCN(CC)C(=O)c1oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2c1C,4788.0
COc1ccc2cc3cc(C(=O)NCCc4ccc(OC)c(OC)c4)oc3nc2c1,4796.5
O=C1C(=Cc2cccnc2)Cc2c(O)cccc21,4800.0
COCC1CCN(C(=O)c2cc(COc3ccc4ncccc4c3)on2)CC1,4810.0
Cc1c(C(=O)N2CCN(c3ccc(F)cc3)CC2)sc2ncnc(N3CCN(c4ccccn4)CC3)c12,4814.5
CN1CCN(c2ncnc3ccc(Br)cc23)CC1,4832.5
O=C(CCl)Nc1cccc(S(=O)(=O)N2CCCCCC2)c1,4833.5
O=C(CSc1ncnc2c1oc1ccccc12)N1CCCc2ccccc21,4855.0
Cc1ccc(OCCn2c(NC(=O)c3ccco3)nc3ccccc32)cc1,4866.0
COc1ccc2nc(N3CCCCC3)c(C=C3SC(S)=NC3=O)cc2c1,4904.0
CCCCn1c(=O)c(C(=O)Nc2cnccn2)c(O)c2ccccc21,4920.0
CCn1nc(C)c(CNC(=O)c2ccc(OC3CCN(Cc4ccccn4)CC3)cc2)c1C,4937.5
CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)C(=O)c4c[nH]c5ccccc45)c3)cc2C(F)(F)F)CC1,4960.5
CCOC(=O)CCCn1ccc2ccccc2c1=O,5000.0
CCCn1c(=O)n(CCCC(=O)OCC)c(=O)c2c1ncn2C,5000.0
CCOC(=O)CCCn1cc(C#N)c2cc(OC)c(OC)cc2c1=O,5000.0
CCOC(=O)CCCn1ccc2cc(OC)c(OC)cc2c1=O,5000.0
CCOC(=O)CCCN1CNc2cc(N)ccc2C1=O,5000.0
CC(=O)c1cn(Cc2ccccc2F)c2ccccc12,5005.0
Cc1oc2c(C)c3oc(=O)c(CCC(=O)O)c(C)c3cc2c1-c1ccccc1,5030.0
COc1cc(OC)c(OC)cc1/C=C1\CCC/C(=C\c2cc(OC)c(OC)cc2OC)C1=O,5032.0
CN(C1=C(NC(=O)c2ccc(Cl)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,5147.5
[C][C]OC(=O)C(=[C]c1ccc(-n2cncn2)cc1)C(=O)O[C][C],5189.0
C/C(Cl)=C\Cn1c(NCCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,5210.0
COc1cccc(N=Nc2ccc3cccnc3c2O)c1,5210.0
O=C(NCc1cc(Br)cc(Br)c1OC(=O)c1ccccc1[N+](=O)[O-])c1ccccc1,5217.5
CCc1nnc(NC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCc4ccccc4C3)c2)s1,5229.5
CN(C)S(=O)(=O)c1cc(NC(=O)CSc2nn(-c3ccc(Cl)cc3)c(=S)s2)ccc1Cl,5231.5
Cc1cc(OCC(=O)Nc2ccncc2)cc(C)c1Br,5236.5
CN(Cc1cccnc1)C(=O)c1cc(COc2ccc3ncccc3c2)on1,5240.0
COc1ccc(/C=C/c2cc(-c3ccc(C)cc3)o[n+]2C)cc1,5246.5
CCOC(=O)/C=C/C(=O)Nc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1,5258.5
S=C(Nc1ccc(Oc2ccccc2)cc1)N1CCN(c2ccccn2)CC1,5270.5
Cc1c(NS(=O)(=O)c2ccc3c(c2)OCCO3)cccc1-c1nc2cccnc2s1,5274.5
O=C(CCl)Nc1cn(-c2ccccc2)nc1-c1ccccc1,5275.0
CC1(C)C(=O)c2ccccc2N1Cc1ccccc1OC(F)F,5300.0
O=C(Nc1ccc2nn(-c3ccccc3)nc2c1)c1ccc2c(c1)OCCO2,5312.0
Cc1nc(N2CCN(C(=O)COc3ccccc3)CC2)c2c(C)c(C)sc2n1,5321.0
O=C(CCl)N1N=C(c2ccco2)CC1c1cccs1,5321.5
COc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(CN4CCOCC4)cc3)cc2)cc1,5347.0
COc1cc2c(cc1OC)C(c1ccc(-c3cc(Cl)ccc3Cl)o1)=NCC2,5363.0
O=S(=O)(NCC1CCCO1)c1ccc(-c2ccc(S(=O)(=O)NCC3CCCO3)cc2)cc1,5366.0
CN(C)c1ccc(NC(=O)c2ccc(CN3CCc4ccccc43)cc2)cc1,5370.0
Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cn2)cc1,5371.5
CN(c1ccccc1)S(=O)(=O)c1cc(C(=O)Nc2nc3ccccc3[nH]2)ccc1Cl,5374.5
COc1ccc(/C=C2\SC(=S)N(CCCC(=O)NNC(=O)c3ccccc3O)C2=O)cc1,5392.0
Nc1nc(CCl)nc(Nc2ccc3ccccc3c2)n1,5397.0
Cc1nc2ccc(NC(=O)c3cc(S(=O)(=O)N(C)c4ccccc4)ccc3Cl)cc2s1,5430.0
CC(C)(C)OC(=O)NCC(C(=O)Nc1ccc2cnccc2c1)c1ccc(CCOC(=O)CCC(=O)OCC(=O)[C@@]23OC(C)(C)O[C@@H]2C[C@H]2[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]23C)cc1,5465.0
CC(=NNC(=O)c1cc(Cl)ccc1O)c1ccc(Br)s1,5474.5
O=C(CCl)N1c2ccccc2SCC1c1ccccc1,5492.5
Cc1cccc2cc3c(N)c(C(=O)Nc4ccc(N5CCOCC5)cc4)sc3nc12,5496.5
CC(=O)N1CCN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CC1,5500.0
CC(C)(O)c1ncc(-c2ccc3nc4c(n3n2)C(c2ccccc2OC(F)F)NCC4F)cn1,5500.0
Cc1ccc(C)c(N2CCCc3nc4ccc(-c5ccc(C(C)(C)O)cc5)cn4c32)c1,5500.0
CC(C)(O)c1ncc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3Oc3ccccc3F)[C@@H]3C[C@H]23)cn1,5500.0
COc1ccc(-c2ccc3nc4c(n3c2)N(c2cccc(C)c2C)CCC4)cn1,5500.0
CC(C)(O)c1ncc(-c2cc3c(cc2F)nc2n3[C@H](c3ccccc3Oc3ccccc3)[C@@H]3C[C@H]23)cn1,5500.0
COc1ccc(-c2ccc3nc4c(n3c2)N(c2cc(C)ccc2C)CCC4)cn1,5500.0
CC(C)(O)c1ncc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3Oc3ccccc3)[C@@H]3C[C@H]23)cn1,5500.0
COc1ccc(-c2cn3c4c(nc3cc2Cl)CCCN4c2ccccc2OC(F)F)cn1,5500.0
Fc1cc2nc3n(c2cc1-c1cnc(N2CCOCC2)nc1)[C@H](c1ccccc1OC(F)F)[C@@H]1C[C@H]31,5500.0
CC(C)(C)NC(=O)N1C[C@H]2[C@@H](C1)c1nc3ccc(-c4ccc(CO)nc4)cc3n1[C@H]2c1ccccc1,5500.0
COc1ccc(-c2ccc3nc4c(n3c2)N(c2ccc(C)cc2C)CCC4)cn1,5500.0
CC(C)(O)c1ncc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3OCc3ccncc3)[C@@H]3C[C@H]23)cn1,5500.0
CCNC(=O)N1C[C@H]2[C@@H](C1)c1nc3ccc(-c4ccc(CO)nc4)cc3n1[C@H]2c1ccccc1,5500.0
COc1ccc(-c2ccc3nc4c(n3c2)N(c2nccc3ccccc23)CCC4)cn1,5500.0
O=C1c2cc(-c3cnc(C4CC4)cn3)ccc2CN1c1cccc(-c2nncn2C2CC2)n1,5500.0
Cn1cc(-c2ccc3nc4c(n3n2)C(c2ccccc2OC(F)F)OCC4)cn1,5500.0
N#Cc1ccc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3OC(F)F)[C@H]3C[C@@H]23)cn1,5500.0
CC(C)(C)OC(=O)N1CC=C(c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3OC(F)F)[C@H]3C[C@@H]23)CC1,5500.0
Cc1cc2nc3c(n2cc1-c1cnn(C)c1)N(c1ccccc1OC(F)F)CCC3,5500.0
CC(C)(O)Cn1cc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3OC(F)F)[C@H]3C[C@@H]23)cn1,5500.0
NC(=O)c1ccc(-c2cc3c(cc2F)nc2n3[C@H](c3ccccc3OC(F)F)[C@@H]3C[C@H]23)cn1,5500.0
CC(C)(O)c1ncc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3OCc3ccccc3)[C@@H]3C[C@H]23)cn1,5500.0
CC(C)(O)c1ncc(-c2cc3c(cc2F)nc2n3[C@@H](c3ccccc3Oc3ccccc3)[C@H]3C[C@@H]23)cn1,5500.0
COc1ccc(-c2ccc3nc4c(n3c2)N(c2cc(C(F)(F)F)ccc2C)CCC4)cn1,5500.0
Cc1cc(F)ccc1[C@H]1NC[C@H](O)c2nc3ccc(-c4ccc(C(C)(C)O)cc4)nn3c21,5500.0
OCc1ccc(-c2ccc3nc4n(c3n2)C(c2ccccc2OC(F)F)CC4)cn1,5500.0
O[C@H]1CN[C@H](c2ccccc2OC(F)F)c2c1nc1ccc(-c3ccc(C4(O)CC4)cc3)nn21,5500.0
Cc1ccc(C)c(N2CCCc3nc4c(C)c(C)c(-c5cnc(N6CCOCC6)nc5)cn4c32)c1,5500.0
COc1ccccc1COc1ccc(-c2ccc3nc4c(n3n2)[C@@H](c2ccccc2OC(F)F)NC[C@@H]4O)cc1,5500.0
O=C(c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O)N1CCOCC1,5500.0
CC(C)(O)c1ccc(-c2ccc3nc4c(n3n2)[C@@H](c2ccccc2OC(F)F)NC[C@@H]4O)cc1,5500.0
O=C(c1ccc(-c2ccc3nc4c(n3n2)[C@@H](c2ccccc2OC(F)F)NC[C@@H]4O)cc1Cl)N1CCOCC1,5500.0
NS(=O)(=O)c1ccc(-c2ccc3nc4c(n3n2)[C@@H](c2ccccc2OC(F)F)NC[C@@H]4O)cc1,5500.0
O[C@H]1CN[C@H](c2ccccc2OC(F)F)c2c1nc1ccc(-c3ccc(N4CCOCC4)cc3)nn21,5500.0
O=C(c1ccc(-c2ccc3nc4c(n3n2)C(c2ccccc2OC(F)F)NCC4O)cc1)N1CCOCC1,5500.0
CC(C)(O)c1ncc(-c2ccc3nc4c(n3n2)C(c2ccccc2OC(F)F)NCC4O)cn1,5500.0
CC(=O)c1ccc(-c2ccc3nc4c(n3n2)[C@H](c2ccccc2OC(F)F)NC[C@H]4O)cn1,5500.0
COc1cc(F)ccc1C1NCC(O)c2nc3ccc(-c4ccc(C(C)(C)O)cc4)nn3c21,5500.0
O=C(O)CN1CCN(c2ncc(-c3ccc4nc5c(n4n3)C(c3ccccc3OC(F)F)NCC5O)cn2)CC1,5500.0
O=C(NC1CC1)c1ccc(-c2ccc3nc4c(n3n2)C(c2ccccc2OC(F)F)NCC4O)cn1,5500.0
CC(C)Oc1ccc(-c2ccc3nc4c(n3n2)[C@H](c2ccccc2OC(F)F)NC[C@H]4O)cc1,5500.0
CC(C)(O)c1ccc(-c2ccc3nc4n(c3n2)C(c2ccccc2C(F)(F)F)CC4F)cc1,5500.0
